CustomerID,recency,frequency,monetary,avg_basket,unique_products,kmeans_cluster,dbscan_cluster
12403.0,49,1,427.7,85.53999999999999,5,0,0
12405.0,148,1,1710.39,31.67388888888889,54,0,0
12406.0,21,2,3415.3,32.52666666666667,92,1,0
12407.0,49,5,1708.1200000000001,22.183376623376624,57,1,0
12408.0,32,5,2888.55,27.51,81,1,0
12409.0,78,3,11072.67,101.58412844036697,91,1,-1
12410.0,308,2,693.3299999999999,26.666538461538458,26,0,0
12412.0,74,3,1226.88,20.112786885245903,43,0,0
12413.0,66,3,758.1,19.95,29,0,0
12414.0,216,3,562.41,31.244999999999997,16,0,0
12415.0,23,21,124914.53,174.95032212885152,444,1,-1
12417.0,2,9,3649.1,19.005729166666665,158,1,0
12418.0,112,1,668.58,19.664117647058823,34,0,0
12420.0,63,1,600.39,20.70310344827586,29,0,0
12421.0,15,4,807.04,17.93422222222222,32,1,0
12422.0,95,3,803.5600000000001,20.604102564102565,39,0,0
12423.0,0,8,1859.31,14.87448,97,1,0
12424.0,162,2,1760.96,58.69866666666667,30,0,0
12425.0,77,1,777.2,21.58888888888889,36,0,0
12426.0,194,1,582.73,19.424333333333333,30,0,0
12427.0,21,3,825.8,26.638709677419353,26,0,0
12428.0,25,9,7956.46,27.062789115646257,258,1,0
12429.0,8,4,3750.4,38.66391752577319,82,1,0
12430.0,42,1,256.4,23.30909090909091,11,0,0
12431.0,35,15,6487.45,27.606170212765957,163,1,0
12432.0,42,5,5059.32,46.845555555555556,107,1,0
12433.0,0,7,13375.87,31.847309523809525,219,1,-1
12434.0,84,2,806.14,16.122799999999998,46,0,0
12435.0,79,2,7829.89,217.49694444444447,31,1,-1
12436.0,99,1,509.01,31.813125,16,0,0
12437.0,1,18,4951.41,24.88145728643216,118,1,0
12438.0,13,2,2906.85,29.66173469387755,84,1,0
12441.0,366,1,173.55,15.77727272727273,11,0,0
12442.0,2,1,172.06,14.338333333333333,12,0,0
12444.0,20,5,5005.46,28.440113636363638,138,1,0
12445.0,21,1,133.4,33.35,4,0,0
12446.0,57,1,1002.3100000000001,17.584385964912283,57,0,0
12447.0,242,1,476.49,18.326538461538462,26,0,0
12448.0,43,1,449.45,20.429545454545455,22,0,0
12449.0,21,4,4067.29,21.294712041884818,118,1,0
12450.0,155,2,197.88,24.735,7,0,0
12451.0,10,5,9035.52,25.524067796610172,265,1,0
12452.0,16,2,430.57,19.571363636363635,21,0,0
12453.0,133,1,707.09,16.443953488372095,43,0,0
12454.0,55,1,3528.34,235.22266666666667,15,0,-1
12455.0,72,6,2466.86,27.409555555555556,85,1,0
12456.0,43,3,3181.04,25.44832,105,1,0
12457.0,65,7,2363.23,38.11661290322581,53,1,0
12458.0,70,2,947.4,24.931578947368422,35,0,0
12461.0,93,2,826.88,23.62514285714286,35,0,0
12462.0,18,2,1189.59,19.186935483870965,51,1,0
12463.0,52,4,1344.78,16.202168674698793,65,1,0
12464.0,9,8,1212.05,41.79482758620689,6,1,-1
12465.0,16,2,742.1899999999999,15.79127659574468,46,0,0
12468.0,187,2,729.5400000000001,19.19842105263158,36,0,0
12471.0,1,30,19824.05,43.09576086956522,150,1,-1
12472.0,31,7,6572.11,19.386755162241887,219,1,0
12473.0,28,5,3938.5499999999997,23.443749999999998,140,1,0
12474.0,16,18,7375.79,17.395731132075472,253,1,0
12475.0,53,1,723.38,20.093888888888888,36,0,0
12476.0,15,11,6816.42,29.255021459227468,177,1,0
12477.0,22,6,13219.74,44.065799999999996,191,1,-1
12478.0,3,1,680.99,18.91638888888889,36,0,0
12479.0,10,1,527.2,17.006451612903227,31,0,0
12480.0,27,4,3281.63,21.309285714285714,129,1,0
12481.0,22,10,5596.32,25.789493087557602,150,1,0
12483.0,16,8,2484.98,33.133066666666664,46,1,0
12484.0,32,6,4541.72,13.126358381502891,256,1,0
12488.0,9,3,1298.66,23.612000000000002,46,1,0
12489.0,335,1,334.93,22.328666666666667,15,0,0
12490.0,4,10,5417.93,22.114,131,1,0
12491.0,38,1,460.40000000000003,17.70769230769231,25,0,0
12492.0,62,2,263.21000000000004,13.160500000000003,19,0,0
12493.0,165,2,433.74,19.715454545454545,20,0,0
12494.0,15,7,1246.1000000000001,16.183116883116885,63,1,0
12497.0,81,1,1043.1,74.50714285714285,14,0,0
12498.0,20,3,403.70000000000005,17.55217391304348,21,0,0
12500.0,22,11,4257.82,69.80032786885245,34,1,-1
12501.0,336,1,2169.39,14.559664429530201,149,0,-1
12502.0,95,5,3723.87,25.332448979591835,102,1,0
12504.0,17,2,482.04999999999995,53.5611111111111,6,0,0
12506.0,232,1,73.5,3.1956521739130435,23,0,0
12507.0,133,3,1304.81,62.13380952380952,19,0,0
12508.0,25,2,398.27,5.772028985507246,57,0,0
12509.0,283,1,176.5,25.214285714285715,7,0,0
12510.0,142,2,982.5699999999999,29.774848484848484,29,0,0
12512.0,65,2,138.03,4.059705882352941,31,0,0
12513.0,112,1,612.29,17.494,35,0,0
12514.0,266,1,1017.68,19.954509803921567,51,0,0
12515.0,352,1,383.7,23.98125,16,0,0
12516.0,77,2,1312.06,50.46384615384615,20,0,0
12517.0,27,5,2502.84,8.812816901408452,232,1,0
12518.0,0,5,2056.89,16.58782258064516,84,1,0
12519.0,63,1,340.84,18.935555555555553,17,0,0
12520.0,78,5,2634.26,17.330657894736845,121,1,0
12521.0,142,1,599.68,15.781052631578946,38,0,0
12522.0,38,2,192.72,16.06,11,0,0
12523.0,18,11,1789.77,16.884622641509434,84,1,0
12524.0,8,8,4485.72,31.150833333333335,113,1,0
12526.0,0,3,1316.66,18.54450704225352,64,1,0
12527.0,81,3,348.71000000000004,19.37277777777778,18,0,0
12528.0,8,6,1933.48,21.01608695652174,50,1,0
12530.0,59,4,1662.28,25.186060606060607,51,1,0
12531.0,14,1,125.22,7.365882352941177,17,0,0
12532.0,29,1,349.83000000000004,21.864375000000003,16,0,0
12534.0,130,1,1089.18,17.28857142857143,63,0,0
12535.0,91,2,716.35,21.069117647058825,28,0,0
12536.0,42,3,12601.830000000002,48.282873563218395,260,1,-1
12538.0,28,1,363.95,17.33095238095238,21,0,0
12539.0,21,4,5568.35,20.396886446886448,157,1,0
12540.0,19,17,13400.24,28.03397489539749,277,1,0
12541.0,29,3,981.18,18.868846153846153,46,1,0
12544.0,35,1,372.7,19.61578947368421,19,0,0
12545.0,74,2,1000.39,20.0078,42,0,0
12546.0,46,2,1161.5,16.833333333333332,59,0,0
12547.0,197,2,207.79999999999998,25.974999999999998,7,0,0
12548.0,165,1,95.19999999999999,19.04,5,0,0
12550.0,78,1,964.83,16.92684210526316,57,0,0
12551.0,357,1,168.0,16.8,10,0,0
12552.0,38,2,437.82,21.891,20,0,0
12553.0,7,10,3692.28,19.33130890052356,95,1,0
12556.0,49,2,603.71,4.989338842975207,100,0,0
12557.0,15,5,11990.960000000001,363.36242424242425,15,1,-1
12558.0,7,1,269.96,24.54181818181818,11,0,0
12559.0,310,2,561.71,26.74809523809524,21,0,0
12560.0,4,3,2134.01,20.323904761904764,91,1,0
12561.0,302,1,238.85,14.928125,16,0,0
12562.0,7,7,3781.7400000000002,22.510357142857146,99,1,0
12564.0,260,1,456.9,21.757142857142856,21,0,0
12565.0,288,1,145.92,16.21333333333333,9,0,0
12566.0,85,1,351.65,18.507894736842104,19,0,0
12567.0,22,10,9401.28,21.079103139013455,323,1,0
12569.0,1,32,4124.69,21.939840425531912,92,1,0
12571.0,39,2,519.61,15.28264705882353,31,0,0
12572.0,8,2,1020.42,17.006999999999998,53,1,0
12573.0,226,1,160.54000000000002,5.733571428571429,26,0,0
12574.0,315,1,218.45,19.85909090909091,11,0,0
12576.0,35,5,1315.83,14.952613636363635,72,1,0
12577.0,34,3,657.8,4.474829931972788,137,1,0
12578.0,20,2,2794.51,24.51324561403509,111,1,0
12579.0,77,1,440.42,15.18689655172414,29,0,0
12580.0,246,1,415.7,17.320833333333333,24,0,0
12581.0,39,1,197.71,13.180666666666667,15,0,0
12582.0,238,2,511.36,23.243636363636366,21,0,0
12583.0,2,15,7281.38,29.47927125506073,115,1,0
12584.0,3,9,2338.15,24.355729166666666,44,1,0
12585.0,233,2,2040.1,23.44942528735632,77,0,0
12586.0,16,1,196.94000000000003,17.903636363636366,11,0,0
12587.0,7,1,144.0,36.0,4,0,0
12588.0,38,1,214.89999999999998,21.49,10,0,0
12589.0,28,2,646.68,18.47657142857143,29,0,0
12590.0,210,2,9864.26,145.06264705882353,68,1,-1
12591.0,316,1,452.84999999999997,17.41730769230769,26,0,0
12592.0,91,2,437.6,24.311111111111114,11,0,0
12593.0,108,3,418.09999999999997,19.909523809523808,14,0,0
12594.0,37,10,3338.2200000000003,28.290000000000003,50,1,0
12596.0,50,2,618.27,22.898888888888887,25,0,0
12597.0,18,4,3811.22,18.50106796116505,184,1,0
12598.0,9,8,3023.08,22.902121212121212,84,1,0
12599.0,28,7,1032.58,16.654516129032256,32,1,0
12600.0,28,10,2599.04,40.61,32,1,0
12601.0,189,5,577.0600000000001,20.609285714285715,21,0,0
12602.0,58,1,153.12,12.76,12,0,0
12603.0,21,1,739.1999999999999,369.59999999999997,2,0,3
12604.0,78,2,254.18,15.88625,15,0,0
12607.0,59,1,1579.51,15.63871287128713,101,0,0
12609.0,77,3,1126.85,18.78083333333333,57,0,0
12610.0,22,5,2099.54,19.80698113207547,85,1,0
12611.0,51,1,1193.32,18.35876923076923,65,0,0
12612.0,73,1,704.0400000000001,37.054736842105264,19,0,0
12613.0,56,5,3344.38,21.858692810457516,124,1,0
12614.0,277,1,315.6,15.780000000000001,20,0,0
12615.0,1,4,2291.19,21.820857142857143,82,1,0
12616.0,94,2,713.3,22.290625,25,0,0
12617.0,28,1,355.53,8.465,39,0,0
12618.0,21,1,177.31,16.11909090909091,11,0,0
12619.0,15,9,3641.24,40.45822222222222,50,1,0
12620.0,14,3,1339.41,14.558804347826088,89,1,0
12621.0,1,20,13689.67,29.31406852248394,261,1,0
12622.0,231,1,180.1,16.37272727272727,11,0,0
12623.0,275,1,305.1,16.950000000000003,18,0,0
12624.0,105,2,641.13,16.87184210526316,36,0,0
12625.0,211,2,2683.82,31.207209302325584,73,0,0
12626.0,22,9,6620.48,22.51863945578231,232,1,0
12627.0,10,7,4478.53,19.47186956521739,162,1,0
12628.0,3,3,786.46,19.181951219512197,34,1,0
12630.0,9,2,1270.88,19.8575,60,1,0
12631.0,56,1,640.5,20.661290322580644,31,0,0
12633.0,58,4,2163.98,21.425544554455445,73,1,0
12635.0,89,2,1689.18,16.724554455445546,96,1,0
12637.0,66,8,6021.9,15.440769230769229,205,1,0
12638.0,32,1,671.69,17.222820512820515,39,0,0
12639.0,238,1,486.1,22.095454545454547,22,0,0
12640.0,23,3,1174.58,22.16188679245283,47,1,0
12641.0,114,1,185.9,18.59,10,0,0
12642.0,24,3,1013.26,21.558723404255318,39,1,0
12643.0,127,6,3344.64,139.35999999999999,11,1,-1
12644.0,129,1,477.91,15.416451612903227,31,0,0
12645.0,33,4,1775.18,24.31753424657534,58,1,0
12646.0,4,2,1346.97,29.932666666666666,43,1,0
12647.0,21,12,3722.82,30.76710743801653,78,1,0
12648.0,154,1,318.05,15.145238095238096,21,0,0
12649.0,106,3,623.51,20.113225806451613,28,0,0
12650.0,2,1,314.44,15.722,20,0,0
12651.0,334,1,114.0,12.666666666666666,9,0,0
12652.0,330,1,919.98,19.16625,48,0,0
12653.0,148,2,2209.85,51.391860465116274,37,0,0
12654.0,10,5,601.98,15.841578947368422,31,1,0
12656.0,16,5,4051.17,32.152142857142856,89,1,0
12657.0,10,4,1643.18,34.961276595744685,35,1,0
12658.0,18,1,686.05,19.056944444444444,36,0,0
12659.0,29,1,91.68,18.336000000000002,5,0,0
12660.0,10,1,245.1,18.853846153846153,13,0,0
12662.0,0,11,3849.78,16.73817391304348,129,1,0
12664.0,7,9,4881.88,131.94270270270272,10,1,-1
12665.0,324,1,63.0,21.0,3,0,0
12667.0,57,1,620.13,18.791818181818183,33,0,0
12668.0,11,4,3807.15,23.64689440993789,115,1,0
12669.0,150,3,2744.0299999999997,27.168613861386135,98,1,0
12670.0,9,5,2996.05,32.56576086956522,58,1,0
12672.0,329,1,225.89999999999998,22.589999999999996,10,0,0
12673.0,4,2,610.52,14.536190476190475,42,1,0
12674.0,38,4,1970.6,23.742168674698792,52,1,0
12676.0,24,6,1331.39,29.586444444444446,33,1,0
12678.0,41,12,17628.46,106.83915151515151,105,1,-1
12679.0,58,4,1113.02,23.187916666666666,43,1,0
12680.0,0,4,862.81,16.592499999999998,33,1,0
12681.0,14,22,13787.54,21.610564263322885,267,1,0
12682.0,3,31,12288.22,23.406133333333333,209,1,0
12683.0,3,15,8476.57,24.641191860465117,177,1,0
12684.0,7,7,2283.63,21.748857142857144,61,1,0
12685.0,27,6,2863.08,18.236178343949042,117,1,0
12686.0,371,1,89.14,12.734285714285715,7,0,0
12688.0,113,1,4873.8099999999995,28.501812865497072,171,1,-1
12689.0,25,2,1247.61,17.327916666666667,57,1,0
12690.0,205,1,389.01,24.313125,16,0,0
12691.0,27,6,1035.8,32.36875,21,1,0
12693.0,126,4,855.91,21.946410256410257,35,0,0
12694.0,69,2,869.67,23.504594594594593,32,0,0
12695.0,6,4,582.1,21.55925925925926,23,1,0
12697.0,28,3,957.59,23.355853658536585,37,1,0
12700.0,7,4,4939.99,18.432798507462685,193,1,0
12701.0,79,2,797.71,15.051132075471699,50,0,0
12702.0,19,1,219.0,18.25,12,0,0
12703.0,70,1,283.55,13.502380952380953,21,0,0
12704.0,6,8,2340.84,26.600454545454546,64,1,0
12705.0,14,9,6868.29,20.56374251497006,228,1,0
12707.0,291,1,603.42,18.285454545454545,33,0,0
12708.0,29,10,2712.91,17.27968152866242,86,1,0
12709.0,14,15,9736.52,46.81019230769231,93,1,0
12710.0,96,3,1149.02,14.922337662337663,75,1,0
12712.0,28,13,4396.13,33.053609022556394,58,1,0
12713.0,0,1,848.55,22.330263157894734,38,1,0
12714.0,8,5,4708.86,18.18092664092664,216,1,0
12715.0,105,1,353.86,16.85047619047619,20,0,0
12716.0,3,2,1053.49,15.267971014492753,60,1,0
12717.0,150,2,1030.98,18.74509090909091,49,0,0
12718.0,70,1,238.25,12.539473684210526,19,0,0
12719.0,4,2,644.95,16.53717948717949,34,1,0
12720.0,2,25,5781.73,16.332570621468925,211,1,0
12721.0,31,6,2656.13,16.497701863354038,133,1,0
12722.0,84,4,997.63,18.82320754716981,50,1,0
12723.0,3,5,725.07,10.508260869565218,53,1,0
12724.0,4,4,1031.41,19.460566037735852,47,1,0
12725.0,370,1,427.8,17.825,24,0,0
12726.0,27,7,2609.1,21.041129032258063,57,1,0
12727.0,10,7,3980.7,28.638129496402875,109,1,0
12728.0,70,4,836.33,18.18108695652174,38,0,0
12729.0,113,1,453.01,17.423461538461538,26,0,0
12731.0,23,12,18895.91,68.96317518248175,109,1,-1
12732.0,179,1,236.26000000000002,19.688333333333336,12,0,0
12733.0,233,1,383.95,17.452272727272728,22,0,0
12734.0,352,1,110.39999999999999,27.599999999999998,4,0,0
12735.0,314,2,779.5699999999999,18.12953488372093,38,0,0
12736.0,332,1,234.0,58.5,4,0,0
12738.0,371,1,155.35,14.122727272727273,11,0,0
12739.0,77,2,1013.04,26.658947368421053,38,0,0
12740.0,63,1,427.6,15.837037037037037,27,0,0
12743.0,133,2,546.43,4.077835820895522,114,0,0
12744.0,51,7,21279.29,95.85265765765766,178,1,-1
12747.0,1,11,4196.01,40.737961165048546,42,1,0
12748.0,0,209,33719.73,7.338352557127313,1768,1,-1
12749.0,3,5,4090.88,20.55718592964824,160,1,0
12750.0,128,1,275.88,18.392,15,0,0
12752.0,80,1,4366.78,82.3920754716981,53,0,-1
12753.0,22,6,21429.39,108.77862944162436,132,1,-1
12754.0,235,3,3010.74,47.78952380952381,49,0,0
12755.0,280,2,3811.95,952.9875,4,0,-1
12756.0,86,1,112.07999999999998,28.019999999999996,4,0,0
12757.0,15,13,7857.1,21.178167115902966,237,1,0
12758.0,116,2,2791.59,28.779278350515465,84,1,0
12759.0,51,3,1531.44,16.12042105263158,81,1,0
12762.0,7,2,1898.52,27.51478260869565,62,1,0
12763.0,137,2,494.08,27.448888888888888,16,0,0
12764.0,316,1,1693.88,37.64177777777778,45,0,0
12766.0,3,7,6989.63,22.547193548387096,205,1,0
12769.0,238,1,1143.6,35.7375,32,0,0
12770.0,210,1,1351.45,112.62083333333334,12,0,0
12772.0,59,1,892.47,16.226727272727274,55,0,0
12775.0,16,5,1386.04,21.00060606060606,47,1,0
12778.0,19,6,822.23,16.4446,40,1,0
12779.0,37,8,3981.36,26.72053691275168,88,1,0
12781.0,63,2,826.74,33.0696,25,0,0
12782.0,4,5,2330.92,22.630291262135923,81,1,0
12783.0,1,6,2225.91,26.49892857142857,76,1,0
12784.0,8,2,574.42,9.73593220338983,54,1,0
12785.0,363,1,311.95,22.282142857142855,14,0,0
12787.0,9,3,463.66,23.183,17,0,0
12789.0,64,1,91.85,22.9625,4,0,0
12790.0,191,1,324.92,15.472380952380954,21,0,0
12791.0,373,1,192.60000000000002,96.30000000000001,2,0,0
12792.0,256,1,400.53999999999996,16.0216,25,0,0
12793.0,334,2,545.48,22.728333333333335,21,0,0
12794.0,52,2,860.41,19.12022222222222,43,0,0
12795.0,18,1,430.48,30.74857142857143,14,0,0
12797.0,365,1,254.03,19.540769230769232,13,0,0
12798.0,9,3,6977.04,872.13,6,1,-1
12802.0,186,1,427.58,17.1032,25,0,0
12808.0,36,3,483.65000000000003,17.273214285714285,27,0,0
12809.0,177,1,489.31,19.572400000000002,25,0,0
12811.0,260,3,514.85,16.608064516129033,27,0,0
12812.0,44,1,229.64000000000001,15.309333333333335,15,0,0
12814.0,101,1,125.92,62.96,2,0,0
12815.0,147,2,1063.46,22.6268085106383,38,0,0
12816.0,95,2,572.2,19.731034482758623,27,0,0
12817.0,280,1,166.04,41.51,4,0,0
12818.0,261,1,1542.08,110.14857142857143,14,0,0
12820.0,2,4,942.34,15.97186440677966,55,1,0
12821.0,213,1,92.72,15.453333333333333,6,0,0
12822.0,70,2,948.88,20.62782608695652,41,0,0
12823.0,74,5,1759.5,351.9,1,0,-1
12824.0,59,1,397.12,15.8848,25,0,0
12826.0,2,7,1474.72,16.205714285714286,58,1,0
12827.0,5,3,430.15000000000003,17.206000000000003,19,0,0
12828.0,2,6,1018.71,18.19125,46,1,0
12829.0,336,2,293.0,26.636363636363637,9,0,0
12830.0,37,6,6814.64,179.33263157894737,13,1,-1
12831.0,261,1,215.05,23.894444444444446,9,0,0
12832.0,31,2,383.03,14.186296296296295,27,0,0
12833.0,144,1,417.38,17.390833333333333,24,0,0
12834.0,282,1,312.38,17.354444444444443,18,0,0
12836.0,58,4,2612.86,14.930628571428572,148,1,0
12837.0,172,1,134.1,11.174999999999999,12,0,0
12838.0,33,2,683.13,5.55390243902439,115,1,0
12839.0,2,14,5591.42,17.80707006369427,95,1,0
12840.0,143,4,2726.77,24.13070796460177,67,1,0
12841.0,4,25,4022.35,9.577023809523808,229,1,0
12842.0,69,2,1118.99,32.9114705882353,34,0,0
12843.0,65,8,1702.26,16.526796116504855,69,1,0
12844.0,28,2,325.96000000000004,6.268461538461539,47,0,0
12845.0,266,4,354.09,13.114444444444443,26,0,0
12847.0,21,1,871.54,9.577362637362636,72,0,0
12849.0,30,2,1050.8899999999999,20.6056862745098,47,0,0
12851.0,96,1,135.18,2.7036000000000002,43,0,0
12852.0,294,1,311.55,18.326470588235296,17,0,0
12853.0,134,6,1957.1000000000001,25.09102564102564,66,1,0
12854.0,78,3,1324.5,12.040909090909091,95,1,0
12855.0,372,1,38.1,12.700000000000001,3,0,0
12856.0,7,6,2179.93,6.942452229299363,155,1,0
12857.0,210,2,1106.4,24.05217391304348,37,0,0
12863.0,51,1,521.2,104.24000000000001,5,0,0
12864.0,137,1,147.12,49.04,3,0,0
12865.0,25,2,1568.23,16.507684210526318,86,1,0
12866.0,282,1,559.12,21.504615384615384,26,0,0
12867.0,25,7,4036.82,7.503382899628253,240,1,0
12868.0,185,6,1607.0600000000002,15.0192523364486,72,1,0
12871.0,83,2,380.64,34.60363636363636,8,0,0
12872.0,326,2,599.97,9.090454545454547,58,0,0
12873.0,281,1,374.0,93.5,4,0,0
12875.0,142,2,343.2300000000001,171.61500000000004,1,0,0
12876.0,57,2,2218.02,26.09435294117647,67,1,0
12877.0,3,12,1535.77,9.972532467532467,100,1,0
12878.0,235,2,854.99,18.191276595744682,38,0,0
12879.0,44,3,573.22,57.322,7,0,0
12881.0,275,1,298.0,42.57142857142857,7,0,0
12882.0,8,2,1463.04,112.54153846153847,12,0,-1
12883.0,24,4,703.47,16.749285714285715,39,1,0
12884.0,87,1,309.05,44.15,7,0,0
12885.0,62,3,1175.22,16.552394366197184,66,1,0
12886.0,67,2,1378.4,16.809756097560978,75,0,0
12888.0,213,2,354.12,70.824,4,0,0
12890.0,23,1,380.46999999999997,4.639878048780488,78,0,0
12891.0,185,3,331.0,110.33333333333333,2,0,0
12893.0,30,1,188.14,5.533529411764706,27,0,0
12895.0,41,2,372.8,16.945454545454545,22,0,0
12897.0,204,2,216.5,54.125,3,0,0
12901.0,8,28,17654.54,152.19431034482758,30,1,-1
12902.0,264,1,138.68,13.868,10,0,0
12904.0,17,2,509.58,7.0775,59,0,0
12906.0,11,5,2919.81,46.34619047619047,55,1,0
12908.0,175,2,750.0,375.0,1,0,1
12909.0,39,5,2178.67,23.941428571428574,78,1,0
12910.0,22,8,3075.04,41.00053333333333,48,1,0
12912.0,2,5,1662.3,69.2625,17,1,0
12913.0,4,5,2483.63,49.6726,37,1,0
12915.0,148,2,363.65,16.529545454545453,19,0,0
12916.0,138,4,3006.15,28.094859813084113,53,1,0
12917.0,127,1,594.0,297.0,2,0,0
12919.0,7,6,1335.19,26.7038,34,1,0
12920.0,16,1,164.23,5.8653571428571425,27,0,0
12921.0,8,37,16587.09,23.037625,233,1,-1
12922.0,160,1,405.38,14.477857142857143,28,0,0
12923.0,63,1,176.97,6.102413793103448,28,0,0
12924.0,87,4,933.7,31.123333333333335,22,0,0
12925.0,4,2,694.05,15.423333333333332,42,1,0
12928.0,34,5,2062.7000000000003,24.555952380952384,59,1,0
12929.0,311,1,117.85,14.73125,8,0,0
12930.0,77,2,415.8,16.632,20,0,0
12931.0,21,15,42055.96,512.8775609756098,28,1,-1
12933.0,23,3,607.53,5.7314150943396225,102,1,0
12935.0,1,7,2160.7,16.749612403100773,80,1,0
12936.0,16,4,1063.9,17.15967741935484,56,1,0
12937.0,14,4,1504.27,12.535583333333333,81,1,0
12938.0,25,1,114.14,12.682222222222222,9,0,0
12939.0,63,8,11581.8,246.42127659574467,21,1,-1
12940.0,54,2,913.54,9.227676767676767,87,0,0
12942.0,130,3,683.9,9.118666666666666,68,0,0
12944.0,35,2,604.51,20.150333333333332,29,0,0
12945.0,287,1,462.95,20.128260869565217,23,0,0
12947.0,143,6,1603.99,16.535979381443298,83,1,0
12948.0,15,7,2064.95,17.801293103448273,82,1,0
12949.0,30,8,4167.22,19.382418604651164,166,1,0
12950.0,1,3,1843.0,80.1304347826087,13,1,0
12951.0,8,6,1064.07,16.89,53,1,0
12952.0,5,4,1387.79,17.566962025316457,64,1,0
12953.0,9,1,329.85,19.40294117647059,17,0,0
12955.0,0,11,4757.16,26.428666666666665,81,1,0
12956.0,305,1,108.07,5.687894736842105,19,0,0
12957.0,9,8,4017.54,16.880420168067225,208,1,0
12962.0,6,2,266.39,16.649375,15,0,0
12963.0,7,8,1856.63,19.54347368421053,75,1,0
12965.0,88,1,771.91,7.081743119266055,108,0,0
12966.0,9,1,160.18,16.018,10,0,0
12967.0,357,2,1660.9,87.41578947368421,19,0,0
12968.0,111,1,135.95,27.189999999999998,5,0,0
12970.0,6,4,452.24,2.9949668874172186,116,1,0
12971.0,3,86,11189.91,36.68822950819672,94,1,-1
12974.0,197,1,144.8,18.1,8,0,0
12976.0,211,1,738.6,33.57272727272727,22,0,0
12977.0,155,1,39.239999999999995,4.359999999999999,9,0,0
12980.0,157,9,7374.900000000001,368.745,6,1,-1
12981.0,29,2,372.21999999999997,18.610999999999997,12,0,0
12982.0,242,1,390.54,13.947857142857144,28,0,0
12984.0,18,1,97.5,24.375,4,0,0
12985.0,0,2,1239.38,16.30763157894737,73,1,0
12987.0,73,2,558.7,19.95357142857143,27,0,0
12988.0,291,1,535.32,5.818695652173914,75,0,0
12989.0,2,15,6924.110000000001,108.18921875000001,41,1,-1
12990.0,30,3,409.5,31.5,8,0,0
12991.0,22,2,503.76,16.25032258064516,31,0,0
12993.0,22,4,414.76,15.361481481481482,26,0,0
12994.0,3,3,974.4200000000001,15.97409836065574,52,1,0
12995.0,84,1,211.32,70.44,3,0,0
12997.0,21,4,1226.89,20.794745762711866,45,1,0
12999.0,195,3,455.88,16.28142857142857,25,0,0
13000.0,106,3,534.85,17.253225806451614,30,0,0
13001.0,3,13,9818.82,28.964070796460177,166,1,0
13002.0,317,1,120.94999999999999,17.27857142857143,7,0,0
13003.0,105,3,149.05,24.84166666666667,4,0,0
13004.0,11,18,5655.91,13.999777227722772,277,1,0
13005.0,173,2,513.7,19.75769230769231,21,0,0
13006.0,55,1,81.57,20.3925,4,0,0
